ID,SystemCodeNumber,DateTime,Occupancy,Capacity,OccupancyRate,PreviousPrice,NewPrice,PriceChange,VehicleType,TrafficCondition,QueueLength
482,BHMBCCMKT01,01-11-2016 15:00:00,180,577,0.3119584055459272,20.0,20.0,0.0,bike,average,2
483,BHMBCCMKT01,01-11-2016 15:27:00,167,577,0.28942807625649913,20.0,20.0,0.0,bike,low,2
484,BHMBCCMKT01,01-11-2016 16:00:00,153,577,0.2651646447140381,20.0,20.0,0.0,car,low,1
485,BHMBCCMKT01,01-11-2016 16:33:00,133,577,0.23050259965337955,20.0,20.0,0.0,car,low,1
1008,BHMBCCMKT01,01-12-2016 08:05:00,22,577,0.038128249566724434,20.0,20.0,0.0,bike,low,1
1009,BHMBCCMKT01,01-12-2016 08:25:00,22,577,0.038128249566724434,20.0,20.0,0.0,bike,low,1
1010,BHMBCCMKT01,01-12-2016 08:58:00,31,577,0.053726169844020795,20.0,20.0,0.0,car,low,2
1011,BHMBCCMKT01,01-12-2016 09:25:00,47,577,0.08145580589254767,20.0,20.0,0.0,car,low,2
1012,BHMBCCMKT01,01-12-2016 09:58:00,94,577,0.16291161178509533,20.0,20.0,0.0,truck,low,2
1013,BHMBCCMKT01,01-12-2016 10:25:00,127,577,0.22010398613518198,20.0,20.0,0.0,car,low,2
1014,BHMBCCMKT01,01-12-2016 10:58:00,153,577,0.2651646447140381,20.0,20.0,0.0,bike,high,5
1015,BHMBCCMKT01,01-12-2016 11:32:00,174,577,0.30155979202772965,20.0,20.0,0.0,cycle,high,6
1016,BHMBCCMKT01,01-12-2016 11:58:00,196,577,0.3396880415944541,20.0,20.0,0.0,car,average,4
1017,BHMBCCMKT01,01-12-2016 12:25:00,191,577,0.3310225303292894,20.0,20.0,0.0,bike,high,7
1018,BHMBCCMKT01,01-12-2016 12:58:00,207,577,0.3587521663778163,20.0,20.0,0.0,car,high,7
1019,BHMBCCMKT01,01-12-2016 13:25:00,203,577,0.35181975736568455,20.0,20.0,0.0,car,high,7
1020,BHMBCCMKT01,01-12-2016 13:58:00,190,577,0.3292894280762565,20.0,20.0,0.0,car,average,5
1021,BHMBCCMKT01,01-12-2016 14:25:00,173,577,0.29982668977469673,20.0,20.0,0.0,bike,average,3
1022,BHMBCCMKT01,01-12-2016 14:58:00,168,577,0.29116117850953205,20.0,20.0,0.0,bike,average,3
1023,BHMBCCMKT01,01-12-2016 15:25:00,153,577,0.2651646447140381,20.0,20.0,0.0,bike,low,3
1024,BHMBCCMKT01,01-12-2016 15:58:00,123,577,0.21317157712305027,20.0,20.0,0.0,car,low,2
1025,BHMBCCMKT01,01-12-2016 16:25:00,108,577,0.18717504332755633,20.0,20.0,0.0,car,low,2
486,BHMBCCMKT01,02-11-2016 07:56:00,50,577,0.08665511265164645,20.0,20.0,0.0,bike,low,1
487,BHMBCCMKT01,02-11-2016 08:30:00,52,577,0.09012131715771231,20.0,20.0,0.0,car,low,1
488,BHMBCCMKT01,02-11-2016 08:56:00,57,577,0.09878682842287695,20.0,20.0,0.0,car,low,2
489,BHMBCCMKT01,02-11-2016 09:30:00,81,577,0.14038128249566725,20.0,20.0,0.0,car,average,2
490,BHMBCCMKT01,02-11-2016 09:56:00,97,577,0.1681109185441941,20.0,20.0,0.0,car,average,2
491,BHMBCCMKT01,02-11-2016 10:29:00,125,577,0.21663778162911612,20.0,20.0,0.0,car,low,3
492,BHMBCCMKT01,02-11-2016 10:56:00,144,577,0.24956672443674177,20.0,20.0,0.0,car,average,3
493,BHMBCCMKT01,02-11-2016 11:30:00,167,577,0.28942807625649913,20.0,20.0,0.0,car,average,4
494,BHMBCCMKT01,02-11-2016 11:56:00,169,577,0.292894280762565,20.0,20.0,0.0,bike,average,5
495,BHMBCCMKT01,02-11-2016 12:30:00,184,577,0.3188908145580589,20.0,20.0,0.0,car,high,7
496,BHMBCCMKT01,02-11-2016 13:03:00,192,577,0.3327556325823224,20.0,20.0,0.0,car,average,4
497,BHMBCCMKT01,02-11-2016 13:30:00,188,577,0.32582322357019067,20.0,20.0,0.0,car,average,4
498,BHMBCCMKT01,02-11-2016 14:03:00,188,577,0.32582322357019067,20.0,20.0,0.0,bike,average,3
499,BHMBCCMKT01,02-11-2016 14:30:00,171,577,0.29636048526863085,20.0,20.0,0.0,car,average,3
500,BHMBCCMKT01,02-11-2016 14:56:00,153,577,0.2651646447140381,20.0,20.0,0.0,car,average,4
501,BHMBCCMKT01,02-11-2016 15:29:00,130,577,0.22530329289428075,20.0,20.0,0.0,bike,low,3
502,BHMBCCMKT01,02-11-2016 16:03:00,125,577,0.21663778162911612,20.0,20.0,0.0,car,average,2
503,BHMBCCMKT01,02-11-2016 16:30:00,115,577,0.19930675909878684,20.0,20.0,0.0,car,average,2
1026,BHMBCCMKT01,02-12-2016 07:55:00,18,577,0.03119584055459272,20.0,20.0,0.0,bike,low,1
1027,BHMBCCMKT01,02-12-2016 08:28:00,24,577,0.0415944540727903,20.0,20.0,0.0,car,low,1
1028,BHMBCCMKT01,02-12-2016 09:01:00,40,577,0.06932409012131716,20.0,20.0,0.0,cycle,low,2
1029,BHMBCCMKT01,02-12-2016 09:28:00,58,577,0.10051993067590988,20.0,20.0,0.0,car,low,1
1030,BHMBCCMKT01,02-12-2016 10:02:00,91,577,0.15771230502599654,20.0,20.0,0.0,car,low,2
1031,BHMBCCMKT01,02-12-2016 10:28:00,122,577,0.21143847487001732,20.0,20.0,0.0,car,low,2
1032,BHMBCCMKT01,02-12-2016 11:01:00,155,577,0.268630849220104,20.0,20.0,0.0,car,average,4
1033,BHMBCCMKT01,02-12-2016 11:28:00,181,577,0.31369150779896016,20.0,20.0,0.0,cycle,average,5
1034,BHMBCCMKT01,02-12-2016 12:01:00,197,577,0.341421143847487,20.0,20.0,0.0,cycle,high,7
1035,BHMBCCMKT01,02-12-2016 12:28:00,196,577,0.3396880415944541,20.0,20.0,0.0,bike,high,7
1036,BHMBCCMKT01,02-12-2016 12:58:00,200,577,0.3466204506065858,20.0,20.0,0.0,bike,high,7
1037,BHMBCCMKT01,02-12-2016 13:25:00,203,577,0.35181975736568455,20.0,20.0,0.0,car,high,6
1038,BHMBCCMKT01,02-12-2016 13:58:00,196,577,0.3396880415944541,20.0,20.0,0.0,car,average,5
1039,BHMBCCMKT01,02-12-2016 14:25:00,186,577,0.3223570190641248,20.0,20.0,0.0,bike,average,4
1040,BHMBCCMKT01,02-12-2016 14:58:00,175,577,0.30329289428076256,20.0,20.0,0.0,car,average,4
1041,BHMBCCMKT01,02-12-2016 15:31:00,149,577,0.2582322357019064,20.0,20.0,0.0,bike,low,2
1042,BHMBCCMKT01,02-12-2016 15:58:00,131,577,0.2270363951473137,20.0,20.0,0.0,car,average,3
1043,BHMBCCMKT01,02-12-2016 16:32:00,105,577,0.18197573656845753,20.0,20.0,0.0,bike,low,1
504,BHMBCCMKT01,03-11-2016 08:00:00,51,577,0.08838821490467938,20.0,20.0,0.0,car,low,1
505,BHMBCCMKT01,03-11-2016 08:26:00,56,577,0.09705372616984402,20.0,20.0,0.0,car,low,1
506,BHMBCCMKT01,03-11-2016 09:00:00,60,577,0.10398613518197573,20.0,20.0,0.0,cycle,low,1
507,BHMBCCMKT01,03-11-2016 09:26:00,80,577,0.1386481802426343,20.0,20.0,0.0,car,low,1
508,BHMBCCMKT01,03-11-2016 10:00:00,119,577,0.20623916811091855,20.0,20.0,0.0,car,low,3
509,BHMBCCMKT01,03-11-2016 10:26:00,138,577,0.2391681109185442,20.0,20.0,0.0,car,low,2
510,BHMBCCMKT01,03-11-2016 11:00:00,185,577,0.32062391681109187,20.0,20.0,0.0,car,average,5
511,BHMBCCMKT01,03-11-2016 11:26:00,195,577,0.3379549393414211,20.0,20.0,0.0,car,high,6
512,BHMBCCMKT01,03-11-2016 12:00:00,195,577,0.3379549393414211,20.0,20.0,0.0,car,high,7
513,BHMBCCMKT01,03-11-2016 12:26:00,191,577,0.3310225303292894,20.0,20.0,0.0,truck,high,7
514,BHMBCCMKT01,03-11-2016 12:59:00,196,577,0.3396880415944541,20.0,20.0,0.0,truck,high,7
515,BHMBCCMKT01,03-11-2016 13:26:00,191,577,0.3310225303292894,20.0,20.0,0.0,truck,high,7
516,BHMBCCMKT01,03-11-2016 13:59:00,187,577,0.3240901213171577,20.0,20.0,0.0,car,average,5
517,BHMBCCMKT01,03-11-2016 14:26:00,177,577,0.30675909878682844,20.0,20.0,0.0,car,high,5
518,BHMBCCMKT01,03-11-2016 15:00:00,154,577,0.2668977469670711,20.0,20.0,0.0,car,average,3
519,BHMBCCMKT01,03-11-2016 15:26:00,142,577,0.24610051993067592,20.0,20.0,0.0,car,low,2
520,BHMBCCMKT01,03-11-2016 16:03:00,120,577,0.20797227036395147,20.0,20.0,0.0,car,low,1
521,BHMBCCMKT01,03-11-2016 16:30:00,108,577,0.18717504332755633,20.0,20.0,0.0,car,average,2
0,BHMBCCMKT01,04-10-2016 07:59:00,61,577,0.10571923743500866,20.0,20.0,0.0,car,low,1
1,BHMBCCMKT01,04-10-2016 08:25:00,64,577,0.11091854419410745,20.0,20.0,0.0,car,low,1
2,BHMBCCMKT01,04-10-2016 08:59:00,80,577,0.1386481802426343,20.0,20.0,0.0,car,low,2
3,BHMBCCMKT01,04-10-2016 09:32:00,107,577,0.1854419410745234,20.0,20.0,0.0,car,low,2
4,BHMBCCMKT01,04-10-2016 09:59:00,150,577,0.25996533795493937,20.0,20.0,0.0,bike,low,2
5,BHMBCCMKT01,04-10-2016 10:26:00,177,577,0.30675909878682844,20.0,20.0,0.0,car,low,3
6,BHMBCCMKT01,04-10-2016 10:59:00,219,577,0.37954939341421146,20.0,20.0,0.0,truck,high,6
7,BHMBCCMKT01,04-10-2016 11:25:00,247,577,0.42807625649913345,20.0,20.0,0.0,car,average,5
8,BHMBCCMKT01,04-10-2016 11:59:00,259,577,0.4488734835355286,20.0,20.0,0.0,cycle,average,5
9,BHMBCCMKT01,04-10-2016 12:29:00,266,577,0.4610051993067591,20.0,20.0,0.0,bike,high,8
10,BHMBCCMKT01,04-10-2016 13:02:00,269,577,0.4662045060658579,20.0,20.0,0.0,car,high,7
11,BHMBCCMKT01,04-10-2016 13:29:00,263,577,0.4558058925476603,20.0,20.0,0.0,car,high,7
12,BHMBCCMKT01,04-10-2016 14:02:00,238,577,0.4124783362218371,20.0,20.0,0.0,car,high,5
13,BHMBCCMKT01,04-10-2016 14:29:00,215,577,0.37261698440207974,20.0,20.0,0.0,truck,average,3
14,BHMBCCMKT01,04-10-2016 14:57:00,192,577,0.3327556325823224,20.0,20.0,0.0,bike,average,3
15,BHMBCCMKT01,04-10-2016 15:30:00,165,577,0.28596187175043325,20.0,20.0,0.0,car,low,2
16,BHMBCCMKT01,04-10-2016 16:04:00,162,577,0.2807625649913345,20.0,20.0,0.0,bike,low,1
17,BHMBCCMKT01,04-10-2016 16:31:00,143,577,0.24783362218370883,20.0,20.0,0.0,car,average,2
522,BHMBCCMKT01,04-11-2016 08:00:00,48,577,0.0831889081455806,20.0,20.0,0.0,bike,low,1
523,BHMBCCMKT01,04-11-2016 08:26:00,56,577,0.09705372616984402,20.0,20.0,0.0,bike,low,1
524,BHMBCCMKT01,04-11-2016 08:59:00,71,577,0.12305025996533796,20.0,20.0,0.0,bike,low,1
525,BHMBCCMKT01,04-11-2016 09:33:00,97,577,0.1681109185441941,20.0,20.0,0.0,car,low,1
526,BHMBCCMKT01,04-11-2016 10:00:00,115,577,0.19930675909878684,20.0,20.0,0.0,truck,low,2
527,BHMBCCMKT01,04-11-2016 10:26:00,135,577,0.2339688041594454,20.0,20.0,0.0,car,average,3
528,BHMBCCMKT01,04-11-2016 11:00:00,154,577,0.2668977469670711,20.0,20.0,0.0,bike,high,6
529,BHMBCCMKT01,04-11-2016 11:33:00,179,577,0.31022530329289427,20.0,20.0,0.0,truck,high,6
530,BHMBCCMKT01,04-11-2016 12:00:00,183,577,0.317157712305026,20.0,20.0,0.0,car,high,7
531,BHMBCCMKT01,04-11-2016 12:33:00,182,577,0.31542461005199307,20.0,20.0,0.0,car,high,6
532,BHMBCCMKT01,04-11-2016 13:00:00,171,577,0.29636048526863085,20.0,20.0,0.0,car,high,6
533,BHMBCCMKT01,04-11-2016 13:26:00,173,577,0.29982668977469673,20.0,20.0,0.0,car,high,6
534,BHMBCCMKT01,04-11-2016 13:59:00,179,577,0.31022530329289427,20.0,20.0,0.0,car,average,4
535,BHMBCCMKT01,04-11-2016 14:26:00,167,577,0.28942807625649913,20.0,20.0,0.0,car,average,3
536,BHMBCCMKT01,04-11-2016 15:00:00,156,577,0.2703639514731369,20.0,20.0,0.0,car,average,2
537,BHMBCCMKT01,04-11-2016 15:26:00,145,577,0.2512998266897747,20.0,20.0,0.0,bike,low,2
538,BHMBCCMKT01,04-11-2016 16:00:00,136,577,0.23570190641247835,20.0,20.0,0.0,car,low,2
539,BHMBCCMKT01,04-11-2016 16:26:00,119,577,0.20623916811091855,20.0,20.0,0.0,bike,low,1
18,BHMBCCMKT01,05-10-2016 07:57:00,54,577,0.09358752166377816,20.0,20.0,0.0,car,low,1
19,BHMBCCMKT01,05-10-2016 08:30:00,59,577,0.1022530329289428,20.0,20.0,0.0,car,average,1
20,BHMBCCMKT01,05-10-2016 09:04:00,71,577,0.12305025996533796,20.0,20.0,0.0,car,low,2
21,BHMBCCMKT01,05-10-2016 09:30:00,83,577,0.1438474870017331,20.0,20.0,0.0,car,average,2
22,BHMBCCMKT01,05-10-2016 10:04:00,114,577,0.1975736568457539,20.0,20.0,0.0,car,low,3
23,BHMBCCMKT01,05-10-2016 10:30:00,128,577,0.2218370883882149,20.0,20.0,0.0,truck,high,4
24,BHMBCCMKT01,05-10-2016 11:04:00,148,577,0.2564991334488735,20.0,20.0,0.0,bike,average,4
25,BHMBCCMKT01,05-10-2016 11:30:00,162,577,0.2807625649913345,20.0,20.0,0.0,car,average,4
26,BHMBCCMKT01,05-10-2016 12:04:00,178,577,0.30849220103986136,20.0,20.0,0.0,car,high,6
27,BHMBCCMKT01,05-10-2016 12:30:00,183,577,0.317157712305026,20.0,20.0,0.0,car,high,7
28,BHMBCCMKT01,05-10-2016 12:57:00,175,577,0.30329289428076256,20.0,20.0,0.0,car,high,7
29,BHMBCCMKT01,05-10-2016 13:30:00,179,577,0.31022530329289427,20.0,20.0,0.0,truck,high,6
30,BHMBCCMKT01,05-10-2016 13:57:00,174,577,0.30155979202772965,20.0,20.0,0.0,car,average,4
31,BHMBCCMKT01,05-10-2016 14:30:00,158,577,0.2738301559792028,20.0,20.0,0.0,car,high,5
32,BHMBCCMKT01,05-10-2016 14:57:00,145,577,0.2512998266897747,20.0,20.0,0.0,car,average,3
33,BHMBCCMKT01,05-10-2016 15:30:00,129,577,0.22357019064124783,20.0,20.0,0.0,car,low,2
34,BHMBCCMKT01,05-10-2016 16:04:00,121,577,0.2097053726169844,20.0,20.0,0.0,car,low,2
35,BHMBCCMKT01,05-10-2016 16:30:00,114,577,0.1975736568457539,20.0,20.0,0.0,bike,low,1
540,BHMBCCMKT01,05-11-2016 08:00:00,43,577,0.07452339688041594,20.0,20.0,0.0,car,average,2
541,BHMBCCMKT01,05-11-2016 08:26:00,48,577,0.0831889081455806,20.0,20.0,0.0,bike,low,1
542,BHMBCCMKT01,05-11-2016 08:59:00,59,577,0.1022530329289428,20.0,20.0,0.0,car,low,1
543,BHMBCCMKT01,05-11-2016 09:26:00,90,577,0.1559792027729636,20.0,20.0,0.0,car,low,2
544,BHMBCCMKT01,05-11-2016 09:59:00,135,577,0.2339688041594454,20.0,20.0,0.0,car,low,1
545,BHMBCCMKT01,05-11-2016 10:33:00,181,577,0.31369150779896016,20.0,20.0,0.0,car,average,3
546,BHMBCCMKT01,05-11-2016 10:59:00,224,577,0.3882149046793761,20.0,20.0,0.0,bike,average,4
547,BHMBCCMKT01,05-11-2016 11:26:00,243,577,0.42114384748700173,20.0,20.0,0.0,car,average,5
548,BHMBCCMKT01,05-11-2016 12:06:00,278,577,0.48180242634315423,20.0,20.0,0.0,car,high,8
549,BHMBCCMKT01,05-11-2016 12:26:00,288,577,0.49913344887348354,20.0,20.0,0.0,car,high,7
550,BHMBCCMKT01,05-11-2016 13:00:00,331,577,0.5736568457538995,20.0,20.0,0.0,bike,high,7
551,BHMBCCMKT01,05-11-2016 13:33:00,351,577,0.608318890814558,20.0,20.0,0.0,car,high,7
552,BHMBCCMKT01,05-11-2016 13:59:00,361,577,0.6256499133448874,20.0,20.0,0.0,bike,average,5
553,BHMBCCMKT01,05-11-2016 14:26:00,346,577,0.5996533795493935,20.0,20.0,0.0,cycle,average,4
554,BHMBCCMKT01,05-11-2016 15:00:00,369,577,0.6395147313691508,20.0,20.0,0.0,car,average,3
555,BHMBCCMKT01,05-11-2016 15:26:00,390,577,0.6759098786828422,20.0,20.0,0.0,car,low,2
556,BHMBCCMKT01,05-11-2016 16:00:00,368,577,0.6377816291161178,20.0,20.0,0.0,car,average,2
557,BHMBCCMKT01,05-11-2016 16:26:00,340,577,0.5892547660311959,20.0,20.0,0.0,cycle,low,2
1044,BHMBCCMKT01,05-12-2016 08:02:00,11,577,0.019064124783362217,20.0,20.0,0.0,bike,low,1
1045,BHMBCCMKT01,05-12-2016 08:29:00,14,577,0.024263431542461005,20.0,20.0,0.0,car,low,1
1046,BHMBCCMKT01,05-12-2016 09:02:00,26,577,0.045060658578856154,20.0,20.0,0.0,car,average,2
1047,BHMBCCMKT01,05-12-2016 09:29:00,39,577,0.06759098786828423,20.0,20.0,0.0,car,low,2
1048,BHMBCCMKT01,05-12-2016 10:03:00,63,577,0.10918544194107452,20.0,20.0,0.0,bike,low,4
1049,BHMBCCMKT01,05-12-2016 10:29:00,87,577,0.15077989601386482,20.0,20.0,0.0,car,low,4
1050,BHMBCCMKT01,05-12-2016 11:02:00,113,577,0.19584055459272098,20.0,20.0,0.0,truck,average,5
1051,BHMBCCMKT01,05-12-2016 11:29:00,126,577,0.21837088388214904,20.0,20.0,0.0,car,average,6
1052,BHMBCCMKT01,05-12-2016 11:56:00,148,577,0.2564991334488735,20.0,20.0,0.0,bike,high,9
1053,BHMBCCMKT01,05-12-2016 12:29:00,161,577,0.27902946273830154,20.0,20.0,0.0,bike,high,10
1054,BHMBCCMKT01,05-12-2016 13:02:00,172,577,0.29809358752166376,20.0,20.0,0.0,car,average,6
1055,BHMBCCMKT01,05-12-2016 13:29:00,177,577,0.30675909878682844,20.0,20.0,0.0,cycle,high,9
1056,BHMBCCMKT01,05-12-2016 14:02:00,170,577,0.29462738301559793,20.0,20.0,0.0,car,average,5
1057,BHMBCCMKT01,05-12-2016 14:29:00,165,577,0.28596187175043325,20.0,20.0,0.0,car,average,5
1058,BHMBCCMKT01,05-12-2016 15:02:00,149,577,0.2582322357019064,20.0,20.0,0.0,truck,average,4
1059,BHMBCCMKT01,05-12-2016 15:29:00,142,577,0.24610051993067592,20.0,20.0,0.0,car,low,3
1060,BHMBCCMKT01,05-12-2016 16:02:00,106,577,0.18370883882149047,20.0,20.0,0.0,car,average,3
1061,BHMBCCMKT01,05-12-2016 16:29:00,95,577,0.16464471403812825,20.0,20.0,0.0,car,low,1
36,BHMBCCMKT01,06-10-2016 07:57:00,58,577,0.10051993067590988,20.0,20.0,0.0,car,low,1
37,BHMBCCMKT01,06-10-2016 08:30:00,63,577,0.10918544194107452,20.0,20.0,0.0,car,low,1
38,BHMBCCMKT01,06-10-2016 08:57:00,70,577,0.12131715771230503,20.0,20.0,0.0,car,low,1
39,BHMBCCMKT01,06-10-2016 09:30:00,95,577,0.16464471403812825,20.0,20.0,0.0,car,low,2
40,BHMBCCMKT01,06-10-2016 10:03:00,135,577,0.2339688041594454,20.0,20.0,0.0,car,low,3
41,BHMBCCMKT01,06-10-2016 10:30:00,160,577,0.2772963604852686,20.0,20.0,0.0,car,average,3
42,BHMBCCMKT01,06-10-2016 10:57:00,177,577,0.30675909878682844,20.0,20.0,0.0,car,average,3
43,BHMBCCMKT01,06-10-2016 11:30:00,191,577,0.3310225303292894,20.0,20.0,0.0,cycle,average,4
44,BHMBCCMKT01,06-10-2016 12:04:00,199,577,0.34488734835355284,20.0,20.0,0.0,car,high,7
45,BHMBCCMKT01,06-10-2016 12:30:00,206,577,0.35701906412478335,20.0,20.0,0.0,car,high,7
46,BHMBCCMKT01,06-10-2016 12:57:00,198,577,0.3431542461005199,20.0,20.0,0.0,car,average,5
47,BHMBCCMKT01,06-10-2016 13:30:00,208,577,0.36048526863084923,20.0,20.0,0.0,bike,high,7
48,BHMBCCMKT01,06-10-2016 13:57:00,200,577,0.3466204506065858,20.0,20.0,0.0,car,average,5
49,BHMBCCMKT01,06-10-2016 14:30:00,175,577,0.30329289428076256,20.0,20.0,0.0,cycle,average,3
50,BHMBCCMKT01,06-10-2016 15:04:00,158,577,0.2738301559792028,20.0,20.0,0.0,car,low,2
51,BHMBCCMKT01,06-10-2016 15:31:00,153,577,0.2651646447140381,20.0,20.0,0.0,bike,low,2
52,BHMBCCMKT01,06-10-2016 16:04:00,135,577,0.2339688041594454,20.0,20.0,0.0,bike,low,1
53,BHMBCCMKT01,06-10-2016 16:30:00,129,577,0.22357019064124783,20.0,20.0,0.0,car,low,2
558,BHMBCCMKT01,06-11-2016 08:00:00,35,577,0.060658578856152515,20.0,20.0,0.0,cycle,low,2
559,BHMBCCMKT01,06-11-2016 08:26:00,35,577,0.060658578856152515,20.0,20.0,0.0,truck,low,1
560,BHMBCCMKT01,06-11-2016 09:00:00,36,577,0.06239168110918544,20.0,20.0,0.0,car,low,2
561,BHMBCCMKT01,06-11-2016 09:33:00,39,577,0.06759098786828423,20.0,20.0,0.0,car,low,3
562,BHMBCCMKT01,06-11-2016 10:00:00,46,577,0.07972270363951472,20.0,20.0,0.0,cycle,low,3
563,BHMBCCMKT01,06-11-2016 10:26:00,53,577,0.09185441941074524,20.0,20.0,0.0,car,low,3
564,BHMBCCMKT01,06-11-2016 10:59:00,77,577,0.13344887348353554,20.0,20.0,0.0,truck,average,4
565,BHMBCCMKT01,06-11-2016 11:26:00,96,577,0.1663778162911612,20.0,20.0,0.0,car,average,5
566,BHMBCCMKT01,06-11-2016 11:59:00,124,577,0.21490467937608318,20.0,20.0,0.0,cycle,average,5
567,BHMBCCMKT01,06-11-2016 12:26:00,153,577,0.2651646447140381,20.0,20.0,0.0,car,high,9
568,BHMBCCMKT01,06-11-2016 13:06:00,178,577,0.30849220103986136,20.0,20.0,0.0,car,high,8
569,BHMBCCMKT01,06-11-2016 13:26:00,188,577,0.32582322357019067,20.0,20.0,0.0,car,high,9
570,BHMBCCMKT01,06-11-2016 13:59:00,216,577,0.37435008665511266,20.0,20.0,0.0,cycle,average,6
571,BHMBCCMKT01,06-11-2016 14:33:00,225,577,0.389948006932409,20.0,20.0,0.0,car,high,8
572,BHMBCCMKT01,06-11-2016 15:00:00,211,577,0.36568457538994803,20.0,20.0,0.0,car,average,4
573,BHMBCCMKT01,06-11-2016 15:26:00,188,577,0.32582322357019067,20.0,20.0,0.0,bike,low,3
574,BHMBCCMKT01,06-11-2016 15:59:00,163,577,0.2824956672443674,20.0,20.0,0.0,car,low,3
575,BHMBCCMKT01,06-11-2016 16:26:00,130,577,0.22530329289428075,20.0,20.0,0.0,car,low,2
1062,BHMBCCMKT01,06-12-2016 07:56:00,11,577,0.019064124783362217,20.0,20.0,0.0,car,low,1
1063,BHMBCCMKT01,06-12-2016 08:29:00,11,577,0.019064124783362217,20.0,20.0,0.0,bike,low,0
1064,BHMBCCMKT01,06-12-2016 08:56:00,22,577,0.038128249566724434,20.0,20.0,0.0,truck,low,1
1065,BHMBCCMKT01,06-12-2016 09:29:00,39,577,0.06759098786828423,20.0,20.0,0.0,truck,low,1
1066,BHMBCCMKT01,06-12-2016 10:02:00,83,577,0.1438474870017331,20.0,20.0,0.0,bike,low,2
1067,BHMBCCMKT01,06-12-2016 10:29:00,120,577,0.20797227036395147,20.0,20.0,0.0,truck,average,4
1068,BHMBCCMKT01,06-12-2016 11:02:00,194,577,0.3362218370883882,20.0,20.0,0.0,car,average,4
1069,BHMBCCMKT01,06-12-2016 11:29:00,220,577,0.38128249566724437,20.0,20.0,0.0,car,high,7
1070,BHMBCCMKT01,06-12-2016 11:56:00,226,577,0.39168110918544197,20.0,20.0,0.0,car,average,5
1071,BHMBCCMKT01,06-12-2016 12:29:00,240,577,0.41594454072790293,20.0,20.0,0.0,bike,high,7
1072,BHMBCCMKT01,06-12-2016 12:56:00,238,577,0.4124783362218371,20.0,20.0,0.0,car,high,7
1073,BHMBCCMKT01,06-12-2016 13:29:00,229,577,0.3968804159445407,20.0,20.0,0.0,car,high,6
1074,BHMBCCMKT01,06-12-2016 14:02:00,208,577,0.36048526863084923,20.0,20.0,0.0,car,high,5
1075,BHMBCCMKT01,06-12-2016 14:29:00,199,577,0.34488734835355284,20.0,20.0,0.0,truck,average,3
1076,BHMBCCMKT01,06-12-2016 15:02:00,178,577,0.30849220103986136,20.0,20.0,0.0,cycle,low,2
1077,BHMBCCMKT01,06-12-2016 15:29:00,150,577,0.25996533795493937,20.0,20.0,0.0,bike,average,2
1078,BHMBCCMKT01,06-12-2016 16:02:00,128,577,0.2218370883882149,20.0,20.0,0.0,bike,low,2
1079,BHMBCCMKT01,06-12-2016 16:29:00,111,577,0.1923743500866551,20.0,20.0,0.0,car,low,2
54,BHMBCCMKT01,07-10-2016 08:03:00,58,577,0.10051993067590988,20.0,20.0,0.0,car,low,2
55,BHMBCCMKT01,07-10-2016 08:30:00,61,577,0.10571923743500866,20.0,20.0,0.0,car,average,2
56,BHMBCCMKT01,07-10-2016 09:04:00,75,577,0.12998266897746968,20.0,20.0,0.0,car,low,1
57,BHMBCCMKT01,07-10-2016 09:30:00,103,577,0.17850953206239167,20.0,20.0,0.0,car,low,2
