ID,SystemCodeNumber,DateTime,OccupancyRate,QueueLength,TrafficCondition,IsSpecialDay,VehicleType,RawDemand,NormalizedDemand,Price,PriceMultiplier,Model1_Price,Price_Difference
1028,BHMBCCMKT01,02-12-2016 09:01:00,0.06932409012131716,2,low,0,cycle,0.3315944540727903,-0.8053926710333433,5.0,0.5,20.0,-15.0
1029,BHMBCCMKT01,02-12-2016 09:28:00,0.10051993067590988,1,low,0,car,0.2703119584055459,-0.8464947804125154,5.0,0.5,20.0,-15.0
1030,BHMBCCMKT01,02-12-2016 10:02:00,0.15771230502599654,2,low,0,car,0.4546273830155979,-0.722874606982794,5.0,0.5,20.0,-15.0
1031,BHMBCCMKT01,02-12-2016 10:28:00,0.21143847487001732,2,low,0,car,0.48686308492201036,-0.7012541535197682,5.0,0.5,20.0,-15.0
1032,BHMBCCMKT01,02-12-2016 11:01:00,0.268630849220104,4,average,0,car,0.7611785095320623,-0.5172710688892437,5.861831448886051,0.586183144888605,20.0,-14.13816855111395
1033,BHMBCCMKT01,02-12-2016 11:28:00,0.31369150779896016,5,average,0,cycle,0.8682149046793761,-0.44548186427222825,6.436145085822174,0.6436145085822174,20.0,-13.563854914177826
1034,BHMBCCMKT01,02-12-2016 12:01:00,0.341421143847487,7,high,0,cycle,1.1248526863084922,-0.27335515734723426,7.813158741222126,0.7813158741222126,20.0,-12.186841258777875
1035,BHMBCCMKT01,02-12-2016 12:28:00,0.3396880415944541,7,high,0,bike,1.1638128249566726,-0.24722463079622203,8.022202953630224,0.8022202953630224,20.0,-11.977797046369776
1036,BHMBCCMKT01,02-12-2016 12:58:00,0.3466204506065858,7,high,0,bike,1.1679722703639517,-0.24443489486550896,8.04452084107593,0.804452084107593,20.0,-11.95547915892407
1037,BHMBCCMKT01,02-12-2016 13:25:00,0.35181975736568455,6,high,0,car,1.0510918544194106,-0.3228264745185455,7.417388203851636,0.7417388203851636,20.0,-12.582611796148363
1038,BHMBCCMKT01,02-12-2016 13:58:00,0.3396880415944541,5,average,0,car,0.9538128249566724,-0.3880714235980963,6.8954286112152285,0.6895428611215229,20.0,-13.104571388784771
1039,BHMBCCMKT01,02-12-2016 14:25:00,0.3223570190641248,4,average,0,bike,0.7634142114384748,-0.5157715858264855,5.873827313388116,0.5873827313388116,20.0,-14.126172686611884
1040,BHMBCCMKT01,02-12-2016 14:58:00,0.30329289428076256,4,average,0,car,0.7819757365684575,-0.5033223892356784,5.973420886114573,0.5973420886114573,20.0,-14.026579113885427
1041,BHMBCCMKT01,02-12-2016 15:31:00,0.2582322357019064,2,low,0,bike,0.48493934142114375,-0.702544406387723,5.0,0.5,20.0,-15.0
1042,BHMBCCMKT01,02-12-2016 15:58:00,0.2270363951473137,3,average,0,car,0.5862218370883882,-0.6346143364748607,5.0,0.5,20.0,-15.0
1043,BHMBCCMKT01,02-12-2016 16:32:00,0.18197573656845753,1,low,0,bike,0.2891854419410745,-0.833836353626905,5.0,0.5,20.0,-15.0
504,BHMBCCMKT01,03-11-2016 08:00:00,0.08838821490467938,1,low,0,car,0.2630329289428076,-0.8513768182912632,5.0,0.5,20.0,-15.0
505,BHMBCCMKT01,03-11-2016 08:26:00,0.09705372616984402,1,low,0,car,0.2682322357019064,-0.847889648377872,5.0,0.5,20.0,-15.0
506,BHMBCCMKT01,03-11-2016 09:00:00,0.10398613518197573,1,low,0,cycle,0.20239168110918543,-0.8920488433811169,5.0,0.5,20.0,-15.0
507,BHMBCCMKT01,03-11-2016 09:26:00,0.1386481802426343,1,low,0,car,0.2931889081455806,-0.8311512327935937,5.0,0.5,20.0,-15.0
508,BHMBCCMKT01,03-11-2016 10:00:00,0.20623916811091855,3,low,0,car,0.6337435008665511,-0.6027416034664642,5.178067172268285,0.5178067172268286,20.0,-14.821932827731715
509,BHMBCCMKT01,03-11-2016 10:26:00,0.2391681109185442,2,low,0,car,0.5035008665511265,-0.690095209796916,5.0,0.5,20.0,-15.0
510,BHMBCCMKT01,03-11-2016 11:00:00,0.32062391681109187,5,average,0,car,0.9423743500866552,-0.39574319740755715,6.834054420739543,0.6834054420739543,20.0,-13.165945579260457
511,BHMBCCMKT01,03-11-2016 11:26:00,0.3379549393414211,6,high,0,car,1.0427729636048526,-0.32840594637997145,7.3727524289602275,0.7372752428960228,20.0,-12.627247571039772
512,BHMBCCMKT01,03-11-2016 12:00:00,0.3379549393414211,7,high,0,car,1.192772963604853,-0.2278010943786325,8.17759124497094,0.8177591244970939,20.0,-11.82240875502906
513,BHMBCCMKT01,03-11-2016 12:26:00,0.3310225303292894,7,high,0,truck,1.2386135181975737,-0.1970558796422328,8.423552962862138,0.8423552962862138,20.0,-11.576447037137862
514,BHMBCCMKT01,03-11-2016 12:59:00,0.3396880415944541,7,high,0,truck,1.2438128249566724,-0.19356870972884155,8.451450322169267,0.8451450322169267,20.0,-11.548549677830733
515,BHMBCCMKT01,03-11-2016 13:26:00,0.3310225303292894,7,high,0,truck,1.2386135181975737,-0.1970558796422328,8.423552962862138,0.8423552962862138,20.0,-11.576447037137862
516,BHMBCCMKT01,03-11-2016 13:59:00,0.3240901213171577,5,average,0,car,0.9444540727902946,-0.39434832944220066,6.845213364462395,0.6845213364462395,20.0,-13.154786635537604
517,BHMBCCMKT01,03-11-2016 14:26:00,0.30675909878682844,5,high,0,car,0.874055459272097,-0.44156461006951875,6.46748311944385,0.646748311944385,20.0,-13.53251688055615
518,BHMBCCMKT01,03-11-2016 15:00:00,0.2668977469670711,3,average,0,car,0.6101386481802427,-0.6185733548732606,5.051413161013915,0.5051413161013916,20.0,-14.948586838986085
519,BHMBCCMKT01,03-11-2016 15:26:00,0.24610051993067592,2,low,0,car,0.5076603119584054,-0.687305473866203,5.0,0.5,20.0,-15.0
520,BHMBCCMKT01,03-11-2016 16:03:00,0.20797227036395147,1,low,0,car,0.33478336221837085,-0.8032538734864634,5.0,0.5,20.0,-15.0
521,BHMBCCMKT01,03-11-2016 16:30:00,0.18717504332755633,2,average,0,car,0.41230502599653374,-0.7512601700777992,5.0,0.5,20.0,-15.0
0,BHMBCCMKT01,04-10-2016 07:59:00,0.10571923743500866,1,low,0,car,0.2734315424610052,-0.8444024784644806,5.0,0.5,20.0,-15.0
1,BHMBCCMKT01,04-10-2016 08:25:00,0.11091854419410745,1,low,0,car,0.27655112651646446,-0.8423101765164458,5.0,0.5,20.0,-15.0
2,BHMBCCMKT01,04-10-2016 08:59:00,0.1386481802426343,2,low,0,car,0.44318890814558054,-0.730546380792255,5.0,0.5,20.0,-15.0
3,BHMBCCMKT01,04-10-2016 09:32:00,0.1854419410745234,2,low,0,car,0.471265164644714,-0.711715663259942,5.0,0.5,20.0,-15.0
4,BHMBCCMKT01,04-10-2016 09:59:00,0.25996533795493937,2,low,0,bike,0.48597920277296364,-0.7018469724050447,5.0,0.5,20.0,-15.0
5,BHMBCCMKT01,04-10-2016 10:26:00,0.30675909878682844,3,low,0,car,0.694055459272097,-0.5622904324711252,5.5016765402309975,0.5501676540230998,20.0,-14.498323459769002
6,BHMBCCMKT01,04-10-2016 10:59:00,0.37954939341421146,6,high,0,truck,1.1177296360485267,-0.27813258012858044,7.7749393589713565,0.7774939358971357,20.0,-12.225060641028644
7,BHMBCCMKT01,04-10-2016 11:25:00,0.42807625649913345,5,average,0,car,1.00684575389948,-0.3525022904815053,7.179981676147957,0.7179981676147957,20.0,-12.820018323852043
8,BHMBCCMKT01,04-10-2016 11:59:00,0.4488734835355286,5,average,0,cycle,0.9493240901213172,-0.39108201362332407,6.8713438910134075,0.6871343891013407,20.0,-13.128656108986593
9,BHMBCCMKT01,04-10-2016 12:29:00,0.4610051993067591,8,high,0,bike,1.3866031195840554,-0.09779940000740539,9.217604799940757,0.9217604799940757,20.0,-10.782395200059243
10,BHMBCCMKT01,04-10-2016 13:02:00,0.4662045060658579,7,high,0,car,1.269722703639515,-0.1761909796604415,8.590472162716468,0.8590472162716468,20.0,-11.409527837283532
11,BHMBCCMKT01,04-10-2016 13:29:00,0.4558058925476603,7,high,0,car,1.263483535528596,-0.18037558355651118,8.556995331547911,0.8556995331547912,20.0,-11.443004668452089
12,BHMBCCMKT01,04-10-2016 14:02:00,0.4124783362218371,5,high,0,car,0.9374870017331022,-0.39902113712614506,6.807830902990839,0.6807830902990839,20.0,-13.192169097009161
13,BHMBCCMKT01,04-10-2016 14:29:00,0.37261698440207974,3,average,0,truck,0.7235701906412478,-0.542494931262774,5.660040549897807,0.5660040549897807,20.0,-14.339959450102192
14,BHMBCCMKT01,04-10-2016 14:57:00,0.3327556325823224,3,average,0,bike,0.6196533795493934,-0.6121918339317546,5.102465328545963,0.5102465328545963,20.0,-14.897534671454036
15,BHMBCCMKT01,04-10-2016 15:30:00,0.28596187175043325,2,low,0,car,0.5315771230502598,-0.6712644922646032,5.0,0.5,20.0,-15.0
16,BHMBCCMKT01,04-10-2016 16:04:00,0.2807625649913345,1,low,0,bike,0.34845753899480064,-0.7940826166142443,5.0,0.5,20.0,-15.0
17,BHMBCCMKT01,04-10-2016 16:31:00,0.24783362218370883,2,average,0,car,0.44870017331022527,-0.7268499806840603,5.0,0.5,20.0,-15.0
522,BHMBCCMKT01,04-11-2016 08:00:00,0.0831889081455806,1,low,0,bike,0.22991334488734833,-0.8735900906395657,5.0,0.5,20.0,-15.0
523,BHMBCCMKT01,04-11-2016 08:26:00,0.09705372616984402,1,low,0,bike,0.23823223570190638,-0.8680106187781397,5.0,0.5,20.0,-15.0
524,BHMBCCMKT01,04-11-2016 08:59:00,0.12305025996533796,1,low,0,bike,0.2538301559792027,-0.8575491090379658,5.0,0.5,20.0,-15.0
525,BHMBCCMKT01,04-11-2016 09:33:00,0.1681109185441941,1,low,0,car,0.31086655112651645,-0.8192948550880633,5.0,0.5,20.0,-15.0
526,BHMBCCMKT01,04-11-2016 10:00:00,0.19930675909878684,2,low,0,truck,0.5295840554592721,-0.672601240731403,5.0,0.5,20.0,-15.0
527,BHMBCCMKT01,04-11-2016 10:26:00,0.2339688041594454,3,average,0,car,0.5903812824956671,-0.6318246005441476,5.0,0.5,20.0,-15.0
528,BHMBCCMKT01,04-11-2016 11:00:00,0.2668977469670711,6,high,0,bike,0.9701386481802425,-0.3771217100700477,6.9830263194396185,0.6983026319439618,20.0,-13.016973680560382
529,BHMBCCMKT01,04-11-2016 11:33:00,0.31022530329289427,6,high,0,truck,1.0761351819757365,-0.30602993943571066,7.551760484514315,0.7551760484514315,20.0,-12.448239515485685
530,BHMBCCMKT01,04-11-2016 12:00:00,0.317157712305026,7,high,0,car,1.1802946273830157,-0.23617030217077173,8.110637582633826,0.8110637582633826,20.0,-11.889362417366174
531,BHMBCCMKT01,04-11-2016 12:33:00,0.31542461005199307,6,high,0,car,1.0292547660311957,-0.33747258815478876,7.300219294761689,0.730021929476169,20.0,-12.699780705238311
532,BHMBCCMKT01,04-11-2016 13:00:00,0.29636048526863085,6,high,0,car,1.0178162911611783,-0.3451443619642497,7.2388451042860025,0.7238845104286002,20.0,-12.761154895713997
533,BHMBCCMKT01,04-11-2016 13:26:00,0.29982668977469673,6,high,0,car,1.0198960138648179,-0.3437494939988931,7.250004048008856,0.7250004048008856,20.0,-12.749995951991144
534,BHMBCCMKT01,04-11-2016 13:59:00,0.31022530329289427,4,average,0,car,0.7861351819757365,-0.5005326533049654,5.9957387735602765,0.5995738773560276,20.0,-14.004261226439723
535,BHMBCCMKT01,04-11-2016 14:26:00,0.28942807625649913,3,average,0,car,0.6236568457538995,-0.6095067130984433,5.123946295212454,0.5123946295212454,20.0,-14.876053704787546
536,BHMBCCMKT01,04-11-2016 15:00:00,0.2703639514731369,2,average,0,car,0.46221837088388207,-0.717783338909243,5.0,0.5,20.0,-15.0
537,BHMBCCMKT01,04-11-2016 15:26:00,0.2512998266897747,2,low,0,bike,0.4807798960138648,-0.705334142318436,5.0,0.5,20.0,-15.0
538,BHMBCCMKT01,04-11-2016 16:00:00,0.23570190641247835,2,low,0,car,0.5014211438474869,-0.6914900777622726,5.0,0.5,20.0,-15.0
539,BHMBCCMKT01,04-11-2016 16:26:00,0.20623916811091855,1,low,0,bike,0.3037435008665511,-0.8240722778694094,5.0,0.5,20.0,-15.0
18,BHMBCCMKT01,05-10-2016 07:57:00,0.09358752166377816,1,low,0,car,0.2661525129982669,-0.8492845163432284,5.0,0.5,20.0,-15.0
19,BHMBCCMKT01,05-10-2016 08:30:00,0.1022530329289428,1,average,0,car,0.21135181975736567,-0.8860392872303726,5.0,0.5,20.0,-15.0
20,BHMBCCMKT01,05-10-2016 09:04:00,0.12305025996533796,2,low,0,car,0.4338301559792027,-0.7368232866363593,5.0,0.5,20.0,-15.0
21,BHMBCCMKT01,05-10-2016 09:30:00,0.1438474870017331,2,average,0,car,0.3863084922010398,-0.7686960196447556,5.0,0.5,20.0,-15.0
22,BHMBCCMKT01,05-10-2016 10:04:00,0.1975736568457539,3,low,0,car,0.6285441941074522,-0.6062287733798555,5.150169812961156,0.5150169812961156,20.0,-14.849830187038844
23,BHMBCCMKT01,05-10-2016 10:30:00,0.2218370883882149,4,high,0,truck,0.723102253032929,-0.5428087765549792,5.657529787560167,0.5657529787560167,20.0,-14.342470212439833
24,BHMBCCMKT01,05-10-2016 11:04:00,0.2564991334488735,4,average,0,bike,0.723899480069324,-0.5422740771682593,5.661807382653925,0.5661807382653925,20.0,-14.338192617346074
25,BHMBCCMKT01,05-10-2016 11:30:00,0.2807625649913345,4,average,0,car,0.7684575389948007,-0.5123890310104957,5.900887751916034,0.5900887751916034,20.0,-14.099112248083966
26,BHMBCCMKT01,05-10-2016 12:04:00,0.30849220103986136,6,high,0,car,1.0250953206239166,-0.34026232408550183,7.277901407315985,0.7277901407315985,20.0,-12.722098592684015
27,BHMBCCMKT01,05-10-2016 12:30:00,0.317157712305026,7,high,0,car,1.1802946273830157,-0.23617030217077173,8.110637582633826,0.8110637582633826,20.0,-11.889362417366174
28,BHMBCCMKT01,05-10-2016 12:57:00,0.30329289428076256,7,high,0,car,1.1719757365684575,-0.24174977403219788,8.066001807742417,0.8066001807742417,20.0,-11.933998192257583
29,BHMBCCMKT01,05-10-2016 13:30:00,0.31022530329289427,6,high,0,truck,1.0761351819757365,-0.30602993943571066,7.551760484514315,0.7551760484514315,20.0,-12.448239515485685
30,BHMBCCMKT01,05-10-2016 13:57:00,0.30155979202772965,4,average,0,car,0.7809358752166378,-0.5040198232183568,5.9678414142531455,0.5967841414253146,20.0,-14.032158585746854
31,BHMBCCMKT01,05-10-2016 14:30:00,0.2738301559792028,5,high,0,car,0.8542980935875216,-0.4548158557404056,6.361473154076755,0.6361473154076756,20.0,-13.638526845923245
32,BHMBCCMKT01,05-10-2016 14:57:00,0.2512998266897747,3,average,0,car,0.6007798960138647,-0.6248502607173649,5.00119791426108,0.500119791426108,20.0,-14.99880208573892
33,BHMBCCMKT01,05-10-2016 15:30:00,0.22357019064124783,2,low,0,car,0.49414211438474864,-0.6963721156410203,5.0,0.5,20.0,-15.0
34,BHMBCCMKT01,05-10-2016 16:04:00,0.2097053726169844,2,low,0,car,0.4858232235701906,-0.7019515875024465,5.0,0.5,20.0,-15.0
35,BHMBCCMKT01,05-10-2016 16:30:00,0.1975736568457539,1,low,0,bike,0.2985441941074523,-0.8275594477828008,5.0,0.5,20.0,-15.0
540,BHMBCCMKT01,05-11-2016 08:00:00,0.07452339688041594,2,average,0,car,0.3447140381282495,-0.796593378951886,5.0,0.5,20.0,-15.0
541,BHMBCCMKT01,05-11-2016 08:26:00,0.0831889081455806,1,low,0,bike,0.22991334488734833,-0.8735900906395657,5.0,0.5,20.0,-15.0
542,BHMBCCMKT01,05-11-2016 08:59:00,0.1022530329289428,1,low,0,car,0.27135181975736566,-0.8457973464298372,5.0,0.5,20.0,-15.0
543,BHMBCCMKT01,05-11-2016 09:26:00,0.1559792027729636,2,low,0,car,0.45358752166377814,-0.7235720409654725,5.0,0.5,20.0,-15.0
544,BHMBCCMKT01,05-11-2016 09:59:00,0.2339688041594454,1,low,0,car,0.35038128249566713,-0.7927923637462896,5.0,0.5,20.0,-15.0
545,BHMBCCMKT01,05-11-2016 10:33:00,0.31369150779896016,3,average,0,car,0.638214904679376,-0.5997426373409477,5.2020589012724185,0.5202058901272418,20.0,-14.79794109872758
546,BHMBCCMKT01,05-11-2016 10:59:00,0.3882149046793761,4,average,0,bike,0.8029289428076256,-0.48926909448471156,6.085847244122307,0.6085847244122307,20.0,-13.914152755877694
547,BHMBCCMKT01,05-11-2016 11:26:00,0.42114384748700173,5,average,0,car,1.002686308492201,-0.35529202641221813,7.157663788702255,0.7157663788702255,20.0,-12.842336211297745
548,BHMBCCMKT01,05-11-2016 12:06:00,0.48180242634315423,8,high,0,car,1.4290814558058926,-0.06930922181499843,9.445526225480013,0.9445526225480012,20.0,-10.554473774519987
549,BHMBCCMKT01,05-11-2016 12:26:00,0.49913344887348354,7,high,0,car,1.2894800693240902,-0.16293973398955464,8.696482128083563,0.8696482128083562,20.0,-11.303517871916437
550,BHMBCCMKT01,05-11-2016 13:00:00,0.5736568457538995,7,high,0,bike,1.3041941074523395,-0.15307104313465747,8.775431654922741,0.8775431654922741,20.0,-11.224568345077259
551,BHMBCCMKT01,05-11-2016 13:33:00,0.608318890814558,7,high,0,car,1.354991334488735,-0.11900139308082436,9.047988855353404,0.9047988855353404,20.0,-10.952011144646596
552,BHMBCCMKT01,05-11-2016 13:59:00,0.6256499133448874,5,average,0,bike,1.0953899480069325,-0.29311578685645157,7.6550737051483875,0.7655073705148387,20.0,-12.344926294851613
553,BHMBCCMKT01,05-11-2016 14:26:00,0.5996533795493935,4,average,0,cycle,0.8897920277296362,-0.4310101091316543,6.551919126946766,0.6551919126946766,20.0,-13.448080873053234
554,BHMBCCMKT01,05-11-2016 15:00:00,0.6395147313691508,3,average,0,car,0.8337088388214904,-0.46862504859743515,6.250999611220518,0.6250999611220518,20.0,-13.749000388779482
